Date,Open,High,Low,Close,Adj Close,Volume
2023-04-10,463.95001220703125,477.8999938964844,461.0,466.3999938964844,464.6965637207031,229322
2023-04-11,466.3999938964844,475.6499938964844,465.0,467.45001220703125,465.7427673339844,129041
2023-04-12,467.45001220703125,471.5,464.04998779296875,466.8999938964844,465.1947326660156,76012
2023-04-13,466.0,479.5,462.3500061035156,466.20001220703125,464.497314453125,166363
2023-04-17,465.3999938964844,475.0,462.29998779296875,472.8500061035156,471.1230163574219,134846
2023-04-18,472.8500061035156,483.0,471.25,475.6000061035156,473.86297607421875,171734
2023-04-19,475.45001220703125,512.2000122070312,475.0,505.8500061035156,504.00250244140625,1123284
2023-04-20,510.04998779296875,514.9000244140625,501.6000061035156,507.6499938964844,505.7959289550781,417004
2023-04-21,505.29998779296875,505.29998779296875,488.3999938964844,492.6000061035156,490.8009033203125,313398
2023-04-24,491.8999938964844,496.5,480.54998779296875,482.0,480.2395935058594,197679
2023-04-25,483.95001220703125,493.45001220703125,471.54998779296875,475.20001220703125,473.4644470214844,232751
2023-04-26,475.20001220703125,484.25,468.0,470.54998779296875,468.8314208984375,220596
2023-04-27,471.54998779296875,478.5,466.0,468.3999938964844,466.68927001953125,138018
2023-04-28,471.6499938964844,474.20001220703125,459.0,464.70001220703125,463.0028076171875,267581
2023-05-02,467.04998779296875,474.95001220703125,455.0,458.29998779296875,456.62615966796875,242150
2023-05-03,458.75,466.45001220703125,450.25,451.95001220703125,450.29937744140625,217757
2023-05-04,454.0,456.8999938964844,445.1499938964844,449.1000061035156,447.45977783203125,200402
2023-05-05,449.95001220703125,463.8999938964844,445.0,446.75,445.11834716796875,423620
2023-05-08,449.79998779296875,456.0,445.3999938964844,451.75,450.10009765625,241111
2023-05-09,453.8999938964844,460.0,442.0,444.8999938964844,443.27508544921875,198912
2023-05-10,444.8999938964844,448.8999938964844,440.5,446.25,444.62017822265625,128431
2023-05-11,448.6000061035156,450.75,444.0,445.0,443.3747253417969,83361
2023-05-12,445.95001220703125,454.75,428.5,429.8999938964844,428.32989501953125,333640
2023-05-15,431.95001220703125,471.79998779296875,430.5,467.29998779296875,465.5932922363281,1780667
2023-05-16,467.79998779296875,492.0,465.0,486.8999938964844,485.1217041015625,901373
2023-05-17,483.79998779296875,483.79998779296875,465.95001220703125,468.54998779296875,466.8387145996094,329750
2023-05-18,472.3999938964844,481.1499938964844,464.79998779296875,469.20001220703125,467.4863586425781,399501
2023-05-19,469.20001220703125,478.5,463.70001220703125,472.20001220703125,470.47540283203125,239438
2023-05-22,485.0,564.7999877929688,484.3999938964844,557.5,555.4638671875,8014464
2023-05-23,556.5,565.7000122070312,532.25,539.25,537.280517578125,1657214
2023-05-24,533.0,583.7999877929688,531.0,571.25,569.1636352539062,4041541
2023-05-25,565.7999877929688,583.7999877929688,552.5499877929688,557.0,554.9656982421875,1015210
2023-05-26,559.0,563.9000244140625,540.0,543.5999755859375,541.6146240234375,469995
2023-05-29,546.9500122070312,561.5,541.5499877929688,547.9000244140625,545.89892578125,584267
2023-05-30,549.9000244140625,550.9500122070312,531.0,533.7999877929688,531.8504028320312,340272
2023-05-31,533.9000244140625,547.0,515.25,534.4500122070312,532.498046875,746226
2023-06-01,538.6500244140625,561.9500122070312,537.0499877929688,540.6500244140625,538.6754150390625,635624
2023-06-02,543.3499755859375,549.0,537.3499755859375,544.6500244140625,542.6608276367188,249934
2023-06-05,548.0499877929688,554.6500244140625,527.3499755859375,531.0999755859375,529.1602783203125,321563
2023-06-06,532.4000244140625,540.0,525.0999755859375,535.1500244140625,533.1954956054688,250848
2023-06-07,535.1500244140625,545.75,533.0999755859375,544.5499877929688,542.5611572265625,245343
2023-06-08,546.1500244140625,553.2999877929688,535.5499877929688,537.75,535.7860107421875,211579
2023-06-09,538.5,552.5,531.5999755859375,534.8499755859375,532.8965454101562,285444
2023-06-12,535.8499755859375,537.2000122070312,523.0499877929688,529.0499877929688,527.1177368164062,218284
2023-06-13,530.0499877929688,550.0,530.0499877929688,548.4500122070312,546.4468994140625,523867
2023-06-14,550.0,551.6500244140625,540.0999755859375,547.7000122070312,545.6996459960938,229748
2023-06-15,550.0,553.0,527.25,531.5999755859375,529.658447265625,413723
2023-06-16,535.0,539.9000244140625,526.0,534.25,532.2987670898438,227512
2023-06-19,536.0,547.8499755859375,531.0999755859375,534.1500244140625,532.1991577148438,281412
2023-06-20,535.75,538.0999755859375,526.3499755859375,531.7000122070312,529.7581176757812,145088
2023-06-21,533.7000122070312,543.2000122070312,532.0999755859375,540.1500244140625,538.17724609375,240900
2023-06-22,540.1500244140625,554.7000122070312,527.0499877929688,531.3499755859375,529.4093627929688,766602
2023-06-23,532.0,550.0,527.25,541.5499877929688,539.5720825195312,531345
2023-06-26,541.5499877929688,552.4000244140625,534.2999877929688,549.8499755859375,547.841796875,698107
2023-06-27,552.5999755859375,566.9500122070312,537.0,540.5,538.5259399414062,1031563
2023-06-28,542.0,548.5,525.0999755859375,529.9000244140625,527.9646606445312,373417
2023-06-30,531.4500122070312,545.0,531.0499877929688,541.5999755859375,539.6218872070312,511759
2023-07-03,545.9000244140625,546.0999755859375,538.0499877929688,539.2999877929688,537.330322265625,174814
2023-07-04,541.9000244140625,544.7000122070312,538.0499877929688,539.0,537.0314331054688,122254
2023-07-05,548.0,548.0,539.0499877929688,540.5999755859375,538.6255493164062,242769
2023-07-06,540.5999755859375,543.9500122070312,538.4000244140625,539.5499877929688,537.5794067382812,128308
2023-07-07,541.0,543.75,535.0,538.7000122070312,536.7325439453125,166062
2023-07-10,539.8499755859375,549.9500122070312,535.4000244140625,546.3499755859375,544.3545532226562,329748
2023-07-11,550.0,554.2000122070312,542.8499755859375,545.5,543.5076904296875,522239
2023-07-12,559.0,623.0,556.6500244140625,583.2000122070312,581.0700073242188,8440159
2023-07-13,588.75,591.7000122070312,561.0499877929688,566.9000244140625,564.8295288085938,735213
2023-07-14,570.0,581.3499755859375,564.0,572.9500122070312,570.857421875,467965
2023-07-17,573.0,578.0,565.0499877929688,576.2000122070312,574.0955810546875,301825
2023-07-18,579.0499877929688,585.9500122070312,558.5,562.0,559.9474487304688,352723
2023-07-19,564.0,573.5999755859375,553.0,569.0999755859375,567.021484375,392079
2023-07-20,571.7000122070312,571.7000122070312,559.2999877929688,565.5,563.4346313476562,179633
2023-07-21,564.7999877929688,565.25,555.1500244140625,561.3499755859375,559.2997436523438,150571
2023-07-24,563.0499877929688,563.7000122070312,553.5499877929688,555.25,553.2220458984375,118192
2023-07-25,555.25,559.5499877929688,550.0499877929688,552.4500122070312,550.4323120117188,135486
2023-07-26,554.4000244140625,563.0,553.0499877929688,559.75,557.7056274414062,327286
2023-07-27,561.0499877929688,562.5,546.5499877929688,547.5999755859375,545.5999755859375,181728
2023-07-28,547.7999877929688,550.9500122070312,538.0,541.5,541.5,181019
2023-07-31,544.6500244140625,546.25,532.7000122070312,535.5499877929688,535.5499877929688,275402
2023-08-01,538.9000244140625,543.9000244140625,536.75,539.7000122070312,539.7000122070312,218964
2023-08-02,541.3499755859375,544.9500122070312,527.0,532.25,532.25,216279
2023-08-03,532.2000122070312,533.9500122070312,505.6000061035156,516.2999877929688,516.2999877929688,352835
2023-08-04,521.9000244140625,521.9000244140625,508.8500061035156,510.70001220703125,510.70001220703125,169276
2023-08-07,515.9000244140625,519.9000244140625,504.0,518.5,518.5,265614
2023-08-08,522.0,524.9500122070312,502.1499938964844,508.45001220703125,508.45001220703125,290840
2023-08-09,512.2000122070312,513.4500122070312,504.29998779296875,509.54998779296875,509.54998779296875,198882
