Date,Open,High,Low,Close,Adj Close,Volume
2023-04-10,271.29998779296875,272.75,266.3500061035156,267.29998779296875,260.6531066894531,133935
2023-04-11,268.0,270.8500061035156,267.3999938964844,268.0,261.335693359375,70267
2023-04-12,268.95001220703125,271.1499938964844,265.8999938964844,266.75,260.11676025390625,86007
2023-04-13,267.45001220703125,268.54998779296875,265.3500061035156,267.6000061035156,260.94561767578125,57163
2023-04-17,269.0,277.6000061035156,266.0,270.3999938964844,263.6759948730469,224824
2023-04-18,270.95001220703125,272.5,267.29998779296875,269.1499938964844,262.45709228515625,100489
2023-04-19,270.0,275.0,270.0,271.1000061035156,264.35858154296875,129125
2023-04-20,271.95001220703125,274.0,270.8500061035156,272.6000061035156,265.8212890625,78167
2023-04-21,271.70001220703125,275.20001220703125,268.3999938964844,270.79998779296875,264.0660705566406,106042
2023-04-24,271.5,272.70001220703125,268.1499938964844,269.79998779296875,263.0909118652344,68469
2023-04-25,271.0,284.3999938964844,269.8500061035156,282.79998779296875,275.7676696777344,536668
2023-04-26,284.0,290.0,280.0,285.54998779296875,278.44927978515625,446178
2023-04-27,286.95001220703125,300.0,285.54998779296875,297.6499938964844,290.24835205078125,692319
2023-04-28,299.70001220703125,306.8999938964844,298.0,302.6499938964844,295.1240539550781,657678
2023-05-02,303.79998779296875,304.29998779296875,293.0,295.25,287.9080505371094,230011
2023-05-03,294.79998779296875,297.29998779296875,290.70001220703125,295.0,287.6642761230469,222591
2023-05-04,294.79998779296875,304.0,294.1000061035156,299.95001220703125,292.4912109375,286997
2023-05-05,298.5,301.8500061035156,294.29998779296875,295.5,288.15185546875,122107
2023-05-08,298.8500061035156,310.0,297.0,307.75,300.0971984863281,414962
2023-05-09,311.0,317.29998779296875,298.04998779296875,301.1000061035156,293.6125793457031,572487
2023-05-10,303.1000061035156,304.8500061035156,298.79998779296875,300.6000061035156,293.125,166488
2023-05-11,301.8999938964844,309.0,299.0,305.45001220703125,297.8544616699219,214388
2023-05-12,306.8999938964844,312.1000061035156,304.5,305.45001220703125,297.8544616699219,219514
2023-05-15,307.0,320.0,307.0,313.1000061035156,305.3141784667969,826515
2023-05-16,315.0,315.5,304.0,304.8999938964844,297.3180847167969,293522
2023-05-17,306.3999938964844,312.3999938964844,300.8999938964844,308.6499938964844,300.9748229980469,246064
2023-05-18,309.8999938964844,317.25,308.1499938964844,310.1000061035156,302.3887634277344,303456
2023-05-19,311.70001220703125,311.70001220703125,305.0,309.0,301.3161315917969,152823
2023-05-22,310.79998779296875,322.6000061035156,309.6499938964844,318.5,310.57989501953125,507909
2023-05-23,320.79998779296875,322.6000061035156,305.5,308.20001220703125,300.53607177734375,531034
2023-05-24,315.0,320.0,307.0,309.0,301.3161315917969,597361
2023-05-25,314.95001220703125,315.04998779296875,306.0,307.8500061035156,300.1947326660156,200459
2023-05-26,309.3500061035156,309.3500061035156,304.8999938964844,305.54998779296875,297.951904296875,195471
2023-05-29,306.95001220703125,307.45001220703125,304.6499938964844,305.1000061035156,297.51312255859375,147583
2023-05-30,305.0,308.70001220703125,304.95001220703125,305.3999938964844,297.8056640625,123131
2023-05-31,304.25,308.04998779296875,304.25,306.8999938964844,299.2683410644531,143314
2023-06-01,306.1000061035156,314.6499938964844,306.1000061035156,307.3500061035156,299.7071838378906,254025
2023-06-02,308.5,310.8999938964844,305.0,306.3500061035156,298.7320251464844,136761
2023-06-05,308.45001220703125,309.29998779296875,304.3500061035156,305.95001220703125,298.3420104980469,133891
2023-06-06,306.79998779296875,309.70001220703125,304.75,305.3999938964844,297.8056640625,133742
2023-06-07,307.0,311.5,305.8999938964844,308.20001220703125,300.53607177734375,221089
2023-06-08,309.79998779296875,317.8999938964844,307.25,310.54998779296875,302.82757568359375,510535
2023-06-09,311.3500061035156,317.70001220703125,307.3500061035156,316.04998779296875,308.1908264160156,370683
2023-06-12,317.95001220703125,324.79998779296875,313.0,313.6499938964844,305.85052490234375,533098
2023-06-13,314.79998779296875,317.6499938964844,313.0,314.8500061035156,307.0206604003906,165920
2023-06-14,316.3999938964844,319.79998779296875,313.1499938964844,318.0,310.09234619140625,351469
2023-06-15,318.0,318.8500061035156,311.54998779296875,313.3999938964844,305.6067199707031,165809
2023-06-16,314.0,337.3999938964844,312.04998779296875,333.1499938964844,324.8656005859375,1579010
2023-06-19,335.6000061035156,344.0,332.1000061035156,334.20001220703125,325.8895263671875,911339
2023-06-20,335.6499938964844,353.95001220703125,329.3999938964844,351.8999938964844,343.1493225097656,1232700
2023-06-21,357.0,363.20001220703125,348.1000061035156,352.54998779296875,343.7831726074219,1131985
2023-06-22,353.5,356.79998779296875,338.45001220703125,342.04998779296875,333.5442810058594,494812
2023-06-23,344.45001220703125,358.3999938964844,336.95001220703125,349.6499938964844,340.9552917480469,905238
2023-06-26,352.0,357.8999938964844,341.6499938964844,344.6000061035156,336.0308532714844,535219
2023-06-27,344.6000061035156,347.04998779296875,338.0,339.45001220703125,331.0089416503906,204771
2023-06-28,341.6499938964844,346.45001220703125,339.0,341.1000061035156,332.6178894042969,271752
2023-06-30,338.1000061035156,353.0,338.1000061035156,347.0,338.3711853027344,489842
2023-07-03,349.8999938964844,351.8999938964844,336.5,338.95001220703125,330.5213928222656,326624
2023-07-04,339.0,347.0,335.25,336.6000061035156,328.22979736328125,224451
2023-07-05,336.8500061035156,347.70001220703125,336.20001220703125,345.1499938964844,336.56719970703125,317500
2023-07-06,345.1499938964844,368.29998779296875,342.5,362.95001220703125,353.9245910644531,1056892
2023-07-07,362.75,371.45001220703125,360.1000061035156,361.25,352.2668151855469,656881
2023-07-10,362.70001220703125,374.70001220703125,362.0,367.95001220703125,358.8002624511719,689912
2023-07-11,369.0,374.5,361.8999938964844,364.1499938964844,355.0947265625,402218
2023-07-12,364.95001220703125,380.54998779296875,362.1000061035156,373.1000061035156,363.8221740722656,742375
2023-07-13,374.6499938964844,377.79998779296875,362.04998779296875,363.54998779296875,354.5096435546875,349796
2023-07-14,361.04998779296875,390.0,361.04998779296875,387.54998779296875,377.9128112792969,1016606
2023-07-17,391.0,396.0,385.0,389.25,379.570556640625,639729
2023-07-18,390.0,439.6000061035156,389.79998779296875,417.3999938964844,407.0205383300781,5055343
2023-07-19,416.75,428.0,414.0,417.1499938964844,406.7767639160156,860155
2023-07-20,417.8999938964844,419.8500061035156,406.70001220703125,408.95001220703125,398.7807312011719,553164
2023-07-21,407.04998779296875,413.45001220703125,404.1000061035156,405.20001220703125,395.12396240234375,298700
2023-07-24,406.0,417.8500061035156,404.79998779296875,410.54998779296875,400.34088134765625,414232
2023-07-25,410.70001220703125,420.79998779296875,410.20001220703125,412.6499938964844,402.388671875,415299
2023-07-26,414.29998779296875,428.6000061035156,411.45001220703125,417.79998779296875,407.4106140136719,665746
2023-07-27,419.70001220703125,434.0,419.20001220703125,426.45001220703125,415.84552001953125,512133
2023-07-28,427.70001220703125,453.0,425.25,446.1000061035156,435.00689697265625,1312833
2023-07-31,449.5,456.54998779296875,437.29998779296875,440.45001220703125,429.4974060058594,517178
2023-08-01,442.79998779296875,458.95001220703125,440.20001220703125,452.20001220703125,440.9552001953125,670260
2023-08-02,450.0,452.0,422.3999938964844,425.79998779296875,415.211669921875,591071
2023-08-03,425.29998779296875,435.8999938964844,424.0,432.29998779296875,421.5500183105469,354982
2023-08-04,434.0,454.0,434.0,444.6000061035156,433.544189453125,672266
2023-08-07,443.1000061035156,466.79998779296875,443.1000061035156,461.20001220703125,449.7314147949219,811514
2023-08-08,465.0,467.79998779296875,453.1499938964844,463.3999938964844,451.876708984375,453037
2023-08-09,463.3500061035156,463.3500061035156,452.95001220703125,457.45001220703125,446.07464599609375,262349
2023-08-10,450.5,464.20001220703125,446.1000061035156,449.5,438.3223571777344,407222
2023-08-11,450.0,455.3999938964844,428.3999938964844,432.1000061035156,421.35504150390625,414738
2023-08-14,408.6499938964844,420.8500061035156,384.1499938964844,386.25,376.6451721191406,1087480
2023-08-16,387.95001220703125,407.0,384.04998779296875,403.8500061035156,393.8075256347656,794977
2023-08-17,407.1000061035156,412.5,395.70001220703125,397.75,387.85919189453125,416106
2023-08-18,398.79998779296875,399.79998779296875,382.1000061035156,387.3500061035156,377.71783447265625,520105
2023-08-21,383.29998779296875,392.0,376.0,380.70001220703125,371.23321533203125,497901
2023-08-22,381.3999938964844,389.6000061035156,380.8500061035156,384.29998779296875,374.74365234375,328767
2023-08-23,386.25,390.95001220703125,376.0,377.20001220703125,367.82025146484375,313231
2023-08-24,380.1499938964844,407.0,379.8500061035156,390.95001220703125,381.2283020019531,1342142
2023-08-25,389.8999938964844,395.45001220703125,380.04998779296875,381.3500061035156,371.8670349121094,376456
2023-08-28,383.8999938964844,389.75,380.3999938964844,385.1000061035156,375.5237731933594,302753
2023-08-29,390.0,397.20001220703125,388.04998779296875,391.8500061035156,382.1059265136719,365440
2023-08-30,394.1000061035156,402.0,389.5,394.6499938964844,384.8362731933594,498516
2023-08-31,393.0,397.0,390.0,391.04998779296875,381.3257751464844,154764
2023-09-01,392.29998779296875,404.95001220703125,389.79998779296875,400.1000061035156,390.1507568359375,461045
2023-09-04,403.5,423.0,401.29998779296875,416.8500061035156,406.4842529296875,774891
2023-09-05,421.0,434.79998779296875,416.0,420.70001220703125,410.238525390625,554556
2023-09-06,421.8999938964844,425.5,412.5,415.6499938964844,405.3140563964844,322094
2023-09-07,412.79998779296875,418.75,407.1499938964844,408.25,398.0981140136719,169121
2023-09-08,410.6499938964844,417.20001220703125,409.70001220703125,410.8500061035156,400.63348388671875,228811
2023-09-11,412.95001220703125,432.0,412.1499938964844,426.70001220703125,416.0893249511719,787060
2023-09-12,427.95001220703125,435.20001220703125,405.0,406.8999938964844,399.77978515625,723367
2023-09-13,413.6499938964844,414.1499938964844,394.29998779296875,410.45001220703125,403.2676696777344,353992
2023-09-14,412.8999938964844,430.79998779296875,406.0,423.1000061035156,415.6963195800781,462889
2023-09-15,424.3999938964844,441.0,423.8999938964844,438.04998779296875,430.3846740722656,944156
2023-09-18,439.95001220703125,441.8999938964844,424.0,425.5,418.0542907714844,345713
2023-09-20,422.04998779296875,422.3500061035156,400.04998779296875,410.95001220703125,403.7589111328125,449919
2023-09-21,410.20001220703125,414.04998779296875,401.0,403.1499938964844,396.09539794921875,200016
2023-09-22,403.0,411.0,400.25,404.6000061035156,397.52001953125,178342
2023-09-25,405.6000061035156,408.6499938964844,396.5,398.04998779296875,391.0846252441406,192549
2023-09-26,400.1499938964844,409.0,400.1499938964844,401.95001220703125,394.9164123535156,137102
2023-09-27,404.54998779296875,404.95001220703125,398.8999938964844,399.6000061035156,392.6075134277344,88055
2023-09-28,399.8999938964844,410.95001220703125,399.3500061035156,401.29998779296875,394.27777099609375,215568
2023-09-29,404.3999938964844,441.29998779296875,404.0,430.8500061035156,423.3106994628906,1555903
2023-10-03,432.0,446.0,425.8999938964844,437.95001220703125,430.28643798828125,728389
2023-10-04,433.0,434.79998779296875,418.29998779296875,423.1499938964844,415.74542236328125,277892
2023-10-05,425.8999938964844,438.29998779296875,425.8999938964844,430.8999938964844,423.35980224609375,262746
2023-10-06,432.79998779296875,434.0,421.8999938964844,424.8999938964844,417.46478271484375,138819
2023-10-09,420.6499938964844,421.1499938964844,410.5,413.54998779296875,406.3133850097656,154022
2023-10-10,415.6499938964844,445.0,415.6000061035156,434.6000061035156,426.99505615234375,573675
2023-10-11,435.0,458.6000061035156,430.6000061035156,442.25,434.5111999511719,1257794
2023-10-12,444.8999938964844,462.70001220703125,443.75,456.0,448.0205993652344,1046840
2023-10-13,454.54998779296875,467.6000061035156,448.75,456.5,448.5118408203125,595643
2023-10-16,472.0,533.0,465.54998779296875,503.79998779296875,494.984130859375,6323839
2023-10-17,511.04998779296875,515.0,492.04998779296875,494.95001220703125,486.2890319824219,852449
2023-10-18,500.45001220703125,508.8999938964844,478.5,482.70001220703125,474.25335693359375,925347
2023-10-19,481.04998779296875,493.75,475.25,483.79998779296875,475.3341064453125,424237
2023-10-20,481.75,488.5,469.8999938964844,472.75,464.4775085449219,322865
2023-10-23,474.8999938964844,479.3500061035156,430.5,438.70001220703125,431.0233154296875,652413
2023-10-25,441.3999938964844,453.6000061035156,428.0,438.04998779296875,430.3846740722656,382575
2023-10-26,437.20001220703125,437.20001220703125,417.6499938964844,431.29998779296875,423.7528076171875,321688
